transaction_id,customer_id,transaction_amount_inr,merchant_category,merchant_id,transaction_datetime,transaction_hour,day_of_week,customer_age,customer_gender,customer_income_monthly_inr,customer_tenure_months,avg_transaction_amount_inr,transaction_count_30d,transaction_city,transaction_state,distance_from_home_km,card_type,device_type,channel,international_transaction,failed_attempts_24h,previous_fraud_count,account_age_months,amount_to_customer_avg_ratio,is_fraud
TXN10007611,CUST101569,1023.74,Online Shopping,MER3295,5/3/2026 16:26,16,Sunday,36,Female,26018,108,1167.07,11,Kochi,Kerala,4.6,Mastercard,Web,ATM,0,0,0,158,0.876,0
TXN10007612,CUST101533,1857.57,Entertainment,MER3917,3/9/2026 14:30,14,Monday,38,Male,47443,107,1537.11,16,Lucknow,Uttar Pradesh,6.45,Mastercard,Web,Online,0,1,0,30,1.208,0
TXN10007613,CUST100679,1207.36,Online Shopping,MER3890,4/18/2026 20:24,20,Saturday,44,Male,41064,93,1623.27,20,Pune,Maharashtra,20.86,Mastercard,Web,POS,0,0,0,159,0.743,0
TXN10007614,CUST101416,1998.23,Restaurant,MER3635,6/18/2026 13:30,13,Thursday,44,Female,59837,173,1634.76,10,Indore,Madhya Pradesh,11.81,Visa,Web,Mobile App,0,0,0,128,1.222,0
TXN10007615,CUST100422,2055.07,Electronics,MER3967,6/4/2026 20:00,20,Thursday,67,Female,137999,173,3847.5,15,Mumbai,Maharashtra,4.36,Visa,ATM,POS,1,0,0,61,0.534,0
TXN10007616,CUST100984,2549.64,Clothing,MER3161,2/20/2026 20:35,20,Friday,67,Male,20304,169,2469.46,15,Lucknow,Uttar Pradesh,5.1,RuPay,iOS,Mobile App,0,0,0,102,1.032,0
TXN10007617,CUST101719,3525.4,Online Shopping,MER1344,4/4/2026 22:38,22,Saturday,49,Male,51250,135,2599.11,17,Indore,Madhya Pradesh,3.91,Mastercard,Web,POS,0,1,0,145,1.356,0
TXN10007618,CUST101847,2399.63,Utilities,MER3361,3/7/2026 11:25,11,Saturday,35,Female,27922,122,3206.29,14,Bengaluru,Karnataka,2.01,RuPay,Android,Mobile App,0,0,0,155,0.748,0
TXN10007619,CUST101002,1348.71,Clothing,MER3726,1/7/2026 9:42,9,Wednesday,23,Female,31495,93,3213.71,13,Kolkata,West Bengal,5.97,RuPay,Web,Mobile App,0,0,0,71,0.42,0
TXN10007620,CUST100602,2733.11,Education,MER4061,4/20/2026 20:01,20,Monday,26,Female,50017,121,1893.5,14,Lucknow,Uttar Pradesh,2.19,Visa,Web,POS,0,1,0,141,1.443,0
TXN10007621,CUST101427,1793.65,Electronics,MER1510,2/7/2026 21:05,21,Saturday,22,Male,75392,7,1731.21,9,Bengaluru,Karnataka,6.92,Mastercard,Android,Mobile App,0,0,0,93,1.035,0
TXN10007622,CUST100571,1597.61,Grocery,MER2263,5/14/2026 7:24,7,Thursday,26,Female,122137,170,2670.99,20,Hyderabad,Telangana,3.34,RuPay,iOS,POS,0,0,0,14,0.598,0
TXN10007623,CUST100916,659.9,Travel,MER2003,3/5/2026 10:07,10,Thursday,69,Female,55642,97,1034.81,11,Pune,Maharashtra,13.63,Mastercard,iOS,POS,0,0,0,9,0.637,0
TXN10007624,CUST100004,677.14,Travel,MER4632,2/2/2026 12:15,12,Monday,32,Female,55549,160,1307.19,16,Kochi,Kerala,0.85,Visa,Web,Online,0,0,0,73,0.518,0
TXN10007625,CUST101852,1634.97,Jewelry,MER2543,1/8/2026 18:59,18,Thursday,63,Female,62089,126,3797.89,10,Kolkata,West Bengal,3.22,RuPay,ATM,POS,1,0,0,51,0.43,0
TXN10007626,CUST101117,1664.51,Restaurant,MER3944,5/24/2026 13:22,13,Sunday,54,Male,37463,93,1229.95,13,Bengaluru,Karnataka,4.72,Visa,ATM,POS,0,0,0,122,1.352,0
TXN10007627,CUST101822,1124.98,Fuel,MER3187,5/28/2026 11:40,11,Thursday,25,Female,70156,101,1769.17,16,Pune,Maharashtra,10.28,Mastercard,iOS,Mobile App,1,0,0,92,0.636,0
TXN10007628,CUST101824,4801.4,Healthcare,MER2409,1/2/2026 9:30,9,Friday,29,Male,92206,154,2316.39,17,Mumbai,Maharashtra,10.48,Visa,Android,ATM,0,0,0,169,2.072,0
TXN10007629,CUST100741,3077.85,Grocery,MER2385,4/4/2026 21:59,21,Saturday,64,Male,58375,116,4064.55,18,Lucknow,Uttar Pradesh,3.42,Visa,iOS,Online,0,0,0,9,0.757,0
TXN10007630,CUST101549,6179.44,Online Shopping,MER4812,1/26/2026 13:42,13,Monday,54,Male,44781,145,4653.53,11,Hyderabad,Telangana,14.06,Mastercard,ATM,POS,0,0,0,70,1.328,0
TXN10007631,CUST101678,19989,Utilities,MER4734,2/25/2026 2:53,2,Wednesday,24,Female,49696,31,3420.07,15,Indore,Madhya Pradesh,85.84,Mastercard,Android,Mobile App,0,1,0,27,5.843,1
TXN10007632,CUST100579,2023.27,Travel,MER3672,4/7/2026 22:18,22,Tuesday,50,Female,65362,33,2248.74,16,Chennai,Tamil Nadu,6.32,Mastercard,iOS,POS,0,0,0,44,0.899,0
TXN10007633,CUST101765,3267.19,Electronics,MER2286,4/27/2026 19:33,19,Monday,46,Male,31127,94,2252.05,15,Indore,Madhya Pradesh,1.74,Mastercard,Android,POS,1,0,0,65,1.45,0
TXN10007634,CUST101415,6404.73,Jewelry,MER2999,1/3/2026 11:25,11,Saturday,44,Female,34453,74,5066.26,17,Jaipur,Rajasthan,5.58,Mastercard,Web,Online,0,0,0,152,1.264,0
TXN10007635,CUST101931,2230.87,Travel,MER3538,4/13/2026 10:32,10,Monday,46,Female,35985,126,2600.57,14,Pune,Maharashtra,5.59,Amex,Android,POS,0,0,0,138,0.858,0
TXN10007636,CUST101116,2328.67,Healthcare,MER3907,6/3/2026 22:08,22,Wednesday,26,Male,35713,17,2378.16,12,Jaipur,Rajasthan,4.47,Visa,Web,Mobile App,0,0,0,93,0.979,0
TXN10007637,CUST100578,1625.97,Entertainment,MER1306,4/15/2026 22:22,22,Wednesday,60,Male,54292,64,5165.38,10,Kolkata,West Bengal,4.52,Visa,Web,POS,0,0,0,74,0.315,0
TXN10007638,CUST101257,9070.48,Grocery,MER1529,2/13/2026 14:45,14,Friday,69,Male,66806,123,3458.2,16,Kochi,Kerala,3.34,Visa,Web,Online,0,0,0,7,2.622,0
TXN10007639,CUST101488,450.11,Clothing,MER3073,6/29/2026 15:47,15,Monday,44,Female,56899,162,271.33,15,Chennai,Tamil Nadu,2.54,Visa,iOS,POS,0,0,0,150,1.653,0
TXN10007640,CUST100158,1156.86,Fuel,MER4194,3/12/2026 12:42,12,Thursday,68,Female,42925,150,1649.39,18,Lucknow,Uttar Pradesh,9.89,RuPay,Web,Online,0,0,0,34,0.701,0
TXN10007641,CUST100065,3315.13,Grocery,MER1209,1/8/2026 11:23,11,Thursday,35,Female,43027,127,991.98,13,Jaipur,Rajasthan,5.55,Mastercard,Web,Online,0,0,0,166,3.339,0
TXN10007642,CUST101005,1506.86,Clothing,MER2486,4/21/2026 12:19,12,Tuesday,35,Male,32858,103,2305.41,10,Indore,Madhya Pradesh,1.7,Amex,Android,Online,0,0,0,40,0.653,0
TXN10007643,CUST101292,1850.75,Entertainment,MER1298,3/9/2026 17:59,17,Monday,26,Female,98969,45,1694.01,10,Ahmedabad,Gujarat,11.54,Mastercard,Android,Online,0,0,0,159,1.092,0
TXN10007644,CUST101331,2718.4,Entertainment,MER1178,3/28/2026 21:26,21,Saturday,42,Male,42283,120,3157.53,12,Chennai,Tamil Nadu,2.91,Mastercard,Web,POS,0,1,0,72,0.861,0
TXN10007645,CUST100996,3475.83,Utilities,MER4510,4/8/2026 10:50,10,Wednesday,43,Female,25946,128,1138.75,9,Bengaluru,Karnataka,11.65,Amex,iOS,POS,0,0,0,44,3.05,0
TXN10007646,CUST100854,1678.68,Entertainment,MER2663,1/6/2026 18:00,18,Tuesday,39,Other,247462,175,1469.9,16,Hyderabad,Telangana,13.28,Mastercard,Android,POS,0,1,0,44,1.141,0
TXN10007647,CUST101179,7917.4,Clothing,MER1604,4/27/2026 14:54,14,Monday,65,Male,45629,143,5242.91,14,Bengaluru,Karnataka,20.27,Visa,Android,Online,0,0,0,110,1.51,0
TXN10007648,CUST100521,6352.88,Entertainment,MER4606,4/14/2026 11:40,11,Tuesday,58,Female,73766,59,4532.64,13,Indore,Madhya Pradesh,0.62,Visa,ATM,POS,0,0,1,67,1.401,0
TXN10007649,CUST101602,7576.57,Online Shopping,MER4298,5/10/2026 7:25,7,Sunday,44,Male,41272,162,5888.18,7,Lucknow,Uttar Pradesh,11.92,RuPay,Android,Online,0,0,0,87,1.287,0
TXN10007650,CUST100436,4600.42,Restaurant,MER4816,3/11/2026 21:29,21,Wednesday,33,Female,75686,63,2495.63,16,Jaipur,Rajasthan,6.11,Visa,iOS,Online,0,0,0,43,1.843,0
TXN10007651,CUST101091,585.58,Travel,MER4079,3/10/2026 17:44,17,Tuesday,34,Male,70626,131,614.04,8,Indore,Madhya Pradesh,15.69,Mastercard,Android,POS,0,1,0,34,0.952,0
TXN10007652,CUST101542,1452.92,Travel,MER2577,5/1/2026 9:01,9,Friday,52,Male,57425,77,3522.86,12,Delhi,Delhi,9.22,RuPay,ATM,Mobile App,1,0,0,168,0.412,0
TXN10007653,CUST101114,2449.61,Healthcare,MER4812,4/14/2026 20:27,20,Tuesday,42,Male,25044,68,1407.69,21,Jaipur,Rajasthan,10.08,RuPay,Android,Online,0,0,0,91,1.739,0
TXN10007654,CUST101163,6063.18,Restaurant,MER3478,4/27/2026 23:55,23,Monday,68,Female,58697,123,1053.19,9,Mumbai,Maharashtra,12.81,Mastercard,ATM,POS,0,0,0,67,5.752,0
TXN10007655,CUST101715,1371.9,Grocery,MER2927,1/11/2026 22:26,22,Sunday,25,Female,62047,165,1658.89,9,Jaipur,Rajasthan,1.09,Mastercard,Android,Mobile App,0,0,0,124,0.826,0
TXN10007656,CUST100060,3492.93,Fuel,MER3938,4/25/2026 18:03,18,Saturday,18,Male,64724,61,3211.92,15,Indore,Madhya Pradesh,5.73,Mastercard,iOS,POS,0,0,0,179,1.087,0
TXN10007657,CUST101852,2276.47,Utilities,MER4514,5/5/2026 14:22,14,Tuesday,37,Female,36783,104,2931.26,19,Bengaluru,Karnataka,17.35,Mastercard,Android,POS,0,0,0,136,0.776,0
TXN10007658,CUST101713,1956.86,Jewelry,MER3582,6/12/2026 16:47,16,Friday,25,Male,71238,138,2855.91,17,Pune,Maharashtra,10.26,Amex,Web,POS,0,0,0,59,0.685,0
TXN10007659,CUST101024,2474.85,Online Shopping,MER4190,6/17/2026 15:02,15,Wednesday,57,Female,60947,71,1552.38,12,Kolkata,West Bengal,11.89,Mastercard,Android,POS,0,0,0,114,1.593,0
TXN10007660,CUST100476,632.79,Restaurant,MER3668,3/29/2026 20:57,20,Sunday,68,Male,43901,168,1129.35,12,Ahmedabad,Gujarat,9.3,Mastercard,Android,POS,0,0,0,47,0.56,0
TXN10007661,CUST101300,25009.22,Healthcare,MER2420,5/21/2026 0:31,0,Thursday,40,Male,168705,40,2465.98,15,Mumbai,Maharashtra,97.5,Visa,Android,Online,0,1,0,26,10.138,1
TXN10007662,CUST100497,478.7,Electronics,MER2798,3/29/2026 0:26,0,Sunday,19,Male,70984,11,1333.17,14,Kolkata,West Bengal,7.76,Visa,Web,Online,0,0,0,63,0.359,0
TXN10007663,CUST101970,3977.35,Electronics,MER2423,3/4/2026 10:09,10,Wednesday,62,Female,61008,79,3912.02,8,Ahmedabad,Gujarat,11.05,Visa,Web,Mobile App,0,0,0,66,1.016,0
TXN10007664,CUST101826,3853.71,Fuel,MER1963,2/8/2026 2:33,2,Sunday,53,Female,26533,54,4722.27,11,Ahmedabad,Gujarat,6.65,Visa,iOS,POS,0,1,0,40,0.816,0
TXN10007665,CUST100810,4515.52,Online Shopping,MER1882,6/3/2026 8:57,8,Wednesday,41,Male,103102,34,4250.37,15,Kolkata,West Bengal,24.22,Mastercard,iOS,POS,0,0,0,46,1.062,0
TXN10007666,CUST100631,1451.31,Grocery,MER2366,3/31/2026 18:03,18,Tuesday,39,Male,47435,171,2039.74,13,Delhi,Delhi,2.98,Mastercard,Android,POS,0,0,0,42,0.711,0
TXN10007667,CUST101633,2454.25,Fuel,MER1657,5/24/2026 9:56,9,Sunday,39,Male,36310,107,2325.42,12,Delhi,Delhi,16.14,Mastercard,iOS,Online,0,1,0,176,1.055,0
TXN10007668,CUST101597,782.17,Travel,MER1861,6/16/2026 16:39,16,Tuesday,61,Male,74520,21,1304.52,12,Indore,Madhya Pradesh,5.41,Visa,iOS,POS,1,0,0,75,0.599,0
TXN10007669,CUST101081,2474.34,Grocery,MER2816,5/24/2026 15:14,15,Sunday,67,Female,29073,148,2771.51,15,Hyderabad,Telangana,6.82,Mastercard,iOS,Mobile App,0,0,0,80,0.892,0
TXN10007670,CUST100397,351.44,Entertainment,MER2509,3/8/2026 13:28,13,Sunday,50,Male,31647,98,1959.81,14,Ahmedabad,Gujarat,1.7,Visa,Android,POS,0,0,0,57,0.179,0
TXN10007671,CUST101858,1452.8,Grocery,MER1651,6/6/2026 15:11,15,Saturday,49,Female,42081,126,1319.78,19,Ahmedabad,Gujarat,11.19,Visa,Android,POS,0,0,0,25,1.1,0
TXN10007672,CUST101162,849.74,Utilities,MER2569,1/8/2026 18:52,18,Thursday,27,Male,96412,15,2507.1,17,Pune,Maharashtra,2.36,RuPay,Android,Mobile App,0,0,0,67,0.339,0
TXN10007673,CUST100090,7167.05,Jewelry,MER4119,2/23/2026 22:19,22,Monday,56,Male,38775,68,1685.2,12,Chennai,Tamil Nadu,43.14,Mastercard,Android,Mobile App,0,1,0,5,4.25,1
TXN10007674,CUST101999,976.26,Electronics,MER2453,3/13/2026 21:04,21,Friday,65,Male,68933,168,804.91,12,Kochi,Kerala,5.35,RuPay,Android,POS,0,0,0,157,1.211,0
TXN10007675,CUST101117,4988.65,Travel,MER3775,4/27/2026 22:53,22,Monday,62,Female,81075,61,3350.28,19,Ahmedabad,Gujarat,11.41,RuPay,Android,Online,0,0,0,10,1.489,0
TXN10007676,CUST100822,943.31,Healthcare,MER4520,5/9/2026 18:20,18,Saturday,68,Female,14809,41,1240.53,17,Pune,Maharashtra,19.72,Visa,Web,Online,0,0,1,106,0.76,0
TXN10007677,CUST101427,1040.96,Grocery,MER2907,6/20/2026 13:28,13,Saturday,29,Female,34317,59,1253.02,13,Chennai,Tamil Nadu,5.67,Mastercard,Android,POS,0,0,0,74,0.83,0
TXN10007678,CUST100918,1498.85,Online Shopping,MER4844,5/6/2026 7:12,7,Wednesday,65,Female,39307,55,2606.21,16,Jaipur,Rajasthan,24.66,Mastercard,iOS,POS,0,0,0,142,0.575,0
TXN10007679,CUST101183,2250.31,Restaurant,MER2757,3/22/2026 19:24,19,Sunday,24,Female,62630,15,1545.11,9,Kolkata,West Bengal,20.64,Mastercard,Android,POS,0,1,0,52,1.455,0
TXN10007680,CUST100750,4281.37,Online Shopping,MER2371,5/13/2026 11:10,11,Wednesday,65,Male,35015,37,1650.7,15,Ahmedabad,Gujarat,11.67,Mastercard,Android,POS,0,2,0,30,2.592,0
TXN10007681,CUST101013,2106.81,Clothing,MER3669,6/24/2026 3:27,3,Wednesday,34,Female,57088,160,2327.82,15,Chennai,Tamil Nadu,8.1,Mastercard,ATM,POS,0,0,0,22,0.905,0
TXN10007682,CUST100684,6860.58,Grocery,MER1600,5/17/2026 12:25,12,Sunday,43,Female,52442,83,4706.98,13,Jaipur,Rajasthan,6.08,Visa,iOS,Mobile App,0,0,0,79,1.457,0
TXN10007683,CUST101998,4325.52,Utilities,MER1655,5/10/2026 22:06,22,Sunday,55,Male,39980,142,3013.43,8,Hyderabad,Telangana,4.01,Mastercard,iOS,Mobile App,0,0,0,165,1.435,0
TXN10007684,CUST101986,15556.34,Entertainment,MER2295,5/23/2026 22:38,22,Saturday,22,Female,56478,62,2072.5,16,Chennai,Tamil Nadu,210.34,Mastercard,Web,Mobile App,0,1,0,2,7.502,1
TXN10007685,CUST100838,2149.1,Healthcare,MER4709,1/24/2026 21:08,21,Saturday,37,Female,49202,114,2169.46,17,Lucknow,Uttar Pradesh,4.57,Visa,Android,POS,0,0,0,178,0.99,0
TXN10007686,CUST101246,850.44,Entertainment,MER1707,2/27/2026 20:01,20,Friday,52,Female,51092,88,1492.19,15,Hyderabad,Telangana,2.28,Mastercard,ATM,Online,0,0,0,106,0.57,0
TXN10007687,CUST100310,1427.12,Electronics,MER2491,5/17/2026 8:20,8,Sunday,69,Male,149614,40,2457.59,10,Kochi,Kerala,2.51,Mastercard,iOS,POS,0,0,0,168,0.58,0
TXN10007688,CUST101376,1665.84,Electronics,MER1580,1/8/2026 5:05,5,Thursday,26,Female,107377,156,2420.04,19,Ahmedabad,Gujarat,9.66,Mastercard,iOS,POS,0,0,0,133,0.688,0
TXN10007689,CUST101201,7174.83,Healthcare,MER3321,4/13/2026 5:16,5,Monday,40,Male,30513,87,3950.26,7,Mumbai,Maharashtra,3.97,RuPay,iOS,Online,0,0,0,103,1.816,0
TXN10007690,CUST100543,8211.75,Online Shopping,MER1668,1/21/2026 13:37,13,Wednesday,42,Male,51943,72,5127.26,16,Kochi,Kerala,7.16,Mastercard,Web,ATM,0,1,0,63,1.601,0
TXN10007691,CUST100519,1884.98,Online Shopping,MER2237,1/29/2026 13:15,13,Thursday,59,Male,58553,90,2512.79,15,Kochi,Kerala,6.89,Mastercard,Android,Online,0,1,0,119,0.75,0
TXN10007692,CUST100173,566.2,Restaurant,MER3201,6/28/2026 13:47,13,Sunday,57,Female,43601,99,533.68,13,Chennai,Tamil Nadu,7.72,Mastercard,iOS,Online,0,0,0,116,1.059,0
TXN10007693,CUST101558,2975.79,Restaurant,MER2977,2/2/2026 11:56,11,Monday,51,Male,30194,48,3499.77,13,Jaipur,Rajasthan,6.25,Visa,Web,Online,0,0,0,73,0.85,0
TXN10007694,CUST100619,22023.75,Clothing,MER4739,2/8/2026 22:56,22,Sunday,46,Male,12000,67,2468.17,9,Mumbai,Maharashtra,94.27,RuPay,Android,Online,0,0,0,14,8.919,1
TXN10007695,CUST100260,1467.82,Utilities,MER1412,1/19/2026 20:44,20,Monday,61,Female,53269,23,2557.41,19,Hyderabad,Telangana,5.71,Visa,Android,POS,0,0,0,46,0.574,0
TXN10007696,CUST101296,1509.74,Grocery,MER3726,6/3/2026 21:20,21,Wednesday,41,Male,37887,129,987.93,11,Indore,Madhya Pradesh,2.44,Amex,iOS,Mobile App,0,0,0,82,1.527,0
TXN10007697,CUST100146,2023.37,Healthcare,MER3442,3/18/2026 22:54,22,Wednesday,29,Female,45139,47,2127.55,16,Indore,Madhya Pradesh,12.23,RuPay,iOS,POS,0,0,0,162,0.951,0
TXN10007698,CUST100738,604.49,Education,MER1787,5/28/2026 14:31,14,Thursday,68,Female,49400,173,745.17,10,Bengaluru,Karnataka,5.24,Visa,iOS,POS,0,0,0,30,0.81,0
TXN10007699,CUST100555,3413.85,Fuel,MER1460,2/28/2026 21:21,21,Saturday,39,Male,46604,169,2893.59,11,Kolkata,West Bengal,9.29,Mastercard,Android,POS,0,0,0,140,1.179,0
TXN10007700,CUST100526,1689.03,Clothing,MER4860,6/24/2026 19:54,19,Wednesday,37,Male,48459,79,1848.56,13,Jaipur,Rajasthan,1.36,Mastercard,Web,Online,0,0,0,103,0.913,0
TXN10007701,CUST101440,365.05,Fuel,MER2374,1/4/2026 23:37,23,Sunday,19,Male,37609,63,1611.67,15,Kolkata,West Bengal,3.56,Visa,Web,Online,0,0,0,48,0.226,0
TXN10007702,CUST100011,2704.98,Travel,MER2328,1/8/2026 18:10,18,Thursday,19,Male,30672,58,2680.07,10,Pune,Maharashtra,8.89,Amex,Android,POS,0,0,0,134,1.009,0
TXN10007703,CUST101129,6782.47,Electronics,MER1374,4/1/2026 20:26,20,Wednesday,19,Female,74289,4,4482.98,11,Kochi,Kerala,4.31,Mastercard,Android,Online,0,0,0,40,1.513,0
TXN10007704,CUST100105,1715.09,Utilities,MER4605,1/5/2026 7:07,7,Monday,31,Male,95451,174,1162.23,11,Ahmedabad,Gujarat,10.01,Mastercard,Android,Online,0,0,0,103,1.474,0
TXN10007705,CUST100686,3884.1,Clothing,MER2744,2/27/2026 14:00,14,Friday,46,Female,53228,134,1819.07,12,Bengaluru,Karnataka,2.02,Mastercard,ATM,Online,0,0,0,74,2.134,0
TXN10007706,CUST100234,2278.7,Travel,MER4860,6/16/2026 23:15,23,Tuesday,29,Female,35596,168,3352.53,8,Delhi,Delhi,2.42,Visa,ATM,POS,0,0,0,170,0.679,0
TXN10007707,CUST101213,1460.3,Grocery,MER1642,6/23/2026 19:07,19,Tuesday,50,Male,43020,26,1794.27,19,Delhi,Delhi,0.58,RuPay,iOS,POS,0,0,0,158,0.813,0
TXN10007708,CUST100451,2307.76,Electronics,MER4462,2/19/2026 12:50,12,Thursday,35,Male,41735,58,2767.04,15,Jaipur,Rajasthan,8.69,Mastercard,Android,Mobile App,0,0,0,18,0.834,0
TXN10007709,CUST100607,5285.71,Online Shopping,MER2490,4/4/2026 13:47,13,Saturday,59,Female,19784,44,3085.45,14,Hyderabad,Telangana,12.23,Mastercard,iOS,POS,0,0,0,6,1.713,0
TXN10007710,CUST101436,6508.74,Fuel,MER2084,3/8/2026 21:16,21,Sunday,56,Male,53190,118,4499.02,14,Ahmedabad,Gujarat,6.86,RuPay,Android,Mobile App,0,1,0,43,1.446,0
TXN10007711,CUST101068,1663.31,Fuel,MER1775,4/26/2026 8:17,8,Sunday,21,Male,21081,136,1190.54,15,Mumbai,Maharashtra,14.83,Visa,Android,ATM,0,0,0,114,1.396,0
TXN10007712,CUST100957,9154.85,Grocery,MER1266,5/20/2026 22:08,22,Wednesday,21,Female,73593,146,1512.76,14,Bengaluru,Karnataka,63.39,Mastercard,Android,Online,1,1,0,25,6.048,1
TXN10007713,CUST101835,927.27,Healthcare,MER1883,2/9/2026 10:14,10,Monday,60,Female,67300,100,1901.71,12,Kolkata,West Bengal,4.43,Mastercard,Web,Mobile App,0,0,0,157,0.487,0
TXN10007714,CUST101076,849.6,Grocery,MER2870,1/21/2026 16:43,16,Wednesday,68,Male,46171,22,824.13,16,Delhi,Delhi,3.12,Mastercard,iOS,Online,0,0,0,115,1.03,0
TXN10007715,CUST101706,1472.11,Grocery,MER1430,3/9/2026 15:14,15,Monday,37,Female,57250,129,1414.8,11,Hyderabad,Telangana,7.11,Amex,ATM,POS,0,0,0,100,1.04,0
TXN10007716,CUST101637,1180.04,Fuel,MER1665,5/19/2026 21:56,21,Tuesday,40,Male,58698,121,1173.35,16,Kolkata,West Bengal,0.24,Visa,Android,Online,0,1,0,146,1.005,0
TXN10007717,CUST100706,1702.19,Restaurant,MER3015,5/6/2026 18:12,18,Wednesday,68,Female,42432,116,2164.7,12,Kolkata,West Bengal,7.27,Mastercard,Android,POS,0,0,0,61,0.786,0
TXN10007718,CUST100366,6099.03,Utilities,MER4391,6/24/2026 16:35,16,Wednesday,20,Male,148379,167,6458.09,11,Pune,Maharashtra,19.34,Mastercard,ATM,Online,1,1,0,153,0.944,0
TXN10007719,CUST101205,1494.32,Online Shopping,MER4059,1/7/2026 8:52,8,Wednesday,25,Female,27578,108,1379.35,11,Kolkata,West Bengal,9.42,Mastercard,Android,POS,0,0,0,6,1.083,0
TXN10007720,CUST100100,873.42,Grocery,MER2092,2/4/2026 23:22,23,Wednesday,37,Male,66234,146,837.08,11,Kochi,Kerala,5.99,RuPay,iOS,POS,0,1,0,71,1.042,0
TXN10007721,CUST100702,722.46,Entertainment,MER2100,1/7/2026 14:43,14,Wednesday,62,Male,129007,10,962.95,10,Lucknow,Uttar Pradesh,4.93,RuPay,Android,POS,0,0,0,127,0.749,0
TXN10007722,CUST100462,2521.45,Restaurant,MER3480,6/21/2026 19:36,19,Sunday,44,Male,49651,167,1440.26,10,Delhi,Delhi,5.47,RuPay,Android,POS,0,0,0,67,1.749,0
TXN10007723,CUST100501,539.63,Fuel,MER3752,5/23/2026 3:52,3,Saturday,25,Female,119771,127,1069.88,13,Lucknow,Uttar Pradesh,5.82,Visa,Android,Mobile App,0,1,0,62,0.504,0
TXN10007724,CUST101106,15364.32,Grocery,MER4505,1/2/2026 13:22,13,Friday,65,Female,49422,102,4544.78,14,Kochi,Kerala,13.45,Mastercard,ATM,POS,0,0,0,94,3.38,0
TXN10007725,CUST100738,8047.89,Online Shopping,MER3792,4/19/2026 18:55,18,Sunday,61,Male,42687,110,3444.98,15,Jaipur,Rajasthan,13.5,Visa,iOS,Online,0,0,0,108,2.335,0
TXN10007726,CUST101100,3094.41,Fuel,MER2899,6/13/2026 11:19,11,Saturday,30,Female,65455,73,2508.01,11,Kolkata,West Bengal,6.17,RuPay,Android,POS,0,0,0,23,1.233,0
TXN10007727,CUST100166,3755.9,Entertainment,MER1401,3/12/2026 4:16,4,Thursday,56,Female,54901,170,926.26,11,Mumbai,Maharashtra,162.08,Visa,iOS,Online,0,2,1,17,4.051,1
TXN10007728,CUST101698,4815.58,Online Shopping,MER1163,1/11/2026 22:34,22,Sunday,25,Female,58901,8,2967.89,12,Hyderabad,Telangana,3.89,Amex,Android,Online,0,0,0,23,1.622,0
TXN10007729,CUST100312,301.58,Online Shopping,MER4962,6/18/2026 14:56,14,Thursday,35,Male,72006,112,272.16,11,Kochi,Kerala,26.94,Mastercard,ATM,POS,0,1,0,118,1.104,0
TXN10007730,CUST101310,1930.52,Entertainment,MER1285,3/14/2026 8:51,8,Saturday,32,Female,52270,119,1224.49,17,Indore,Madhya Pradesh,7.25,Visa,Web,Mobile App,0,0,0,6,1.575,0
TXN10007731,CUST100172,1493,Jewelry,MER2697,3/13/2026 13:59,13,Friday,28,Female,38772,19,958.21,14,Kochi,Kerala,0.69,Visa,Web,Online,0,1,0,75,1.557,0
TXN10007732,CUST100735,2120.27,Online Shopping,MER4018,2/22/2026 21:11,21,Sunday,43,Male,49098,67,2362.97,8,Kolkata,West Bengal,4.29,Amex,iOS,POS,0,0,0,142,0.897,0
TXN10007733,CUST101744,1920.43,Restaurant,MER1328,6/8/2026 9:11,9,Monday,56,Male,66485,26,2439.98,10,Jaipur,Rajasthan,13.94,Visa,iOS,Online,0,1,0,92,0.787,0
TXN10007734,CUST101090,987.27,Grocery,MER2454,5/4/2026 10:52,10,Monday,25,Male,15708,121,1884.68,16,Kolkata,West Bengal,5.28,Mastercard,Android,Online,0,0,0,92,0.524,0
TXN10007735,CUST101131,7252.75,Online Shopping,MER3431,3/2/2026 21:08,21,Monday,66,Male,26711,69,6429.5,19,Kochi,Kerala,9.63,Visa,Web,Online,0,0,0,155,1.128,0
TXN10007736,CUST100318,614.58,Healthcare,MER2561,5/4/2026 12:12,12,Monday,45,Female,41190,15,1220.31,12,Delhi,Delhi,9.33,Visa,Web,ATM,0,0,0,138,0.503,0
TXN10007737,CUST101298,1485.23,Online Shopping,MER4675,4/9/2026 19:52,19,Thursday,38,Female,56172,134,2593.45,16,Chennai,Tamil Nadu,3.99,Mastercard,Web,POS,0,0,0,167,0.572,0
TXN10007738,CUST100971,2025.49,Utilities,MER4635,4/16/2026 13:29,13,Thursday,61,Male,49868,111,1624.56,13,Lucknow,Uttar Pradesh,0.68,Visa,Android,ATM,0,0,0,176,1.246,0
TXN10007739,CUST101144,5074.75,Travel,MER3772,4/29/2026 9:05,9,Wednesday,40,Female,17477,13,3862.29,12,Delhi,Delhi,6.17,Mastercard,Android,POS,0,0,0,74,1.314,0
TXN10007740,CUST101097,650.12,Clothing,MER3478,3/23/2026 8:43,8,Monday,21,Male,46193,78,1130.74,8,Bengaluru,Karnataka,7.98,RuPay,Web,POS,0,0,0,99,0.574,0
